wave,flux,err,fit
885.994,1.45294,1.18554,-158.9905887134030
886.169,2.14243,1.35739,-156.7309818903048
886.345,1.79410,1.26814,-154.4690682021519
886.520,2.31083,1.44335,-152.2046883676828
886.695,1.44557,1.26073,-149.9380574558804
886.870,4.02600,1.69297,-147.6689478265841
887.045,11.0736,2.47419,-145.3974561625451
887.220,21.2067,3.51599,-143.1237084670212
887.396,36.4683,4.54371,-140.8475399510471
887.571,51.5291,5.39663,-138.5689455104202
887.746,73.7588,6.42145,-136.2880379496928
887.921,96.9694,7.23169,-134.0046974389045
888.096,123.733,8.03073,-131.7189458864447
888.271,149.076,8.72527,-129.4309160938124
888.447,176.415,9.48692,-127.1405038764589
888.622,206.433,10.2590,-124.8477087870609
888.797,237.419,11.0041,-122.5525016257160
888.972,276.340,11.8582,-120.2549605748365
889.147,324.201,12.8292,-117.9550461424894
889.323,387.949,14.0287,-115.6526735670560
889.498,440.563,14.9627,-113.3479768518555
889.673,482.909,15.6730,-111.0408498861057
889.848,509.405,16.0893,-108.7314151979242
890.023,538.734,16.5384,-106.4195356026978
890.199,572.915,17.0455,-104.1052633097114
890.374,620.719,17.7283,-101.7885925066862
890.549,659.852,18.2768,-99.46957817467224
890.724,689.816,18.6849,-97.14815075051892
890.899,723.065,19.1140,-94.82435786002527
891.074,756.117,19.5388,-92.49817986172663
891.250,778.205,19.8200,-90.16963853638596
891.425,779.888,19.8329,-87.83874418354092
891.600,783.919,19.8752,-85.50548625649597
891.775,786.124,19.8951,-83.16981989982621
891.950,776.924,19.7694,-80.83182822465737
892.126,773.083,19.7128,-78.49145634637850
892.301,770.439,19.6709,-76.14866878883976
892.476,780.852,19.7955,-73.80351452501871
892.651,777.044,19.7392,-71.45592886284395
892.826,775.096,19.7064,-69.10596064233253
893.002,751.961,19.4007,-66.75356975790172
893.177,732.359,19.1392,-64.39876417049193
893.352,728.769,19.0854,-62.04153477288483
893.527,732.204,19.1231,-59.68193293343196
893.702,716.695,18.9078,-57.31990617525805
893.878,677.758,18.3775,-54.95547716290850
894.053,630.737,17.7236,-52.58868408281747
894.228,583.469,17.0343,-50.21950838915050
894.403,541.404,16.4058,-47.84793419951412
894.578,498.246,15.7342,-45.47398992542869
894.754,463.112,15.1597,-43.09770500213690
894.929,421.571,14.4586,-40.71902160296201
895.104,384.724,13.8069,-38.33797881674610
895.279,341.325,12.9905,-35.95453655669403
895.454,286.930,11.8720,-33.56871228958241
895.629,239.030,10.8478,-31.18047549882053
895.805,202.574,10.0065,-28.78985328662037
895.980,174.923,9.26921,-26.39683413295572
896.155,143.516,8.37984,-24.00140356430247
896.330,115.764,7.54744,-21.60356412460753
896.505,90.5268,6.75377,-19.20332784431747
896.681,67.9516,5.89429,-16.80068851217739
896.856,44.0862,4.92100,-14.39565008398118
897.031,28.9557,4.01240,-11.98821317187433
897.206,16.6325,3.10467,-9.578369197932680
897.381,8.42311,2.27977,-7.166137853966822
897.557,4.97523,1.86858,-4.751568216350065
897.732,3.49827,1.62027,-2.334802685050365
897.907,3.16909,1.53923,0.08388258034837286
898.082,1.53169,1.08023,2.503845168662606
898.258,1.20356,0.996152,4.923784484219794
898.433,0.712455,0.903906,7.341194736199192
898.608,0.712434,0.903619,9.751495470221062
898.783,0.548539,0.894862,12.14678119882178
898.958,0.547843,0.894426,14.51427606651919
899.133,1.03661,1.10462,16.83468756104270
899.309,0.873521,1.02244,19.08079379840848
899.484,0.547897,0.819584,21.21694883504322
899.659,0.384547,0.810838,23.20015542122946
899.834,0.384273,0.810441,24.98319837139924
900.010,0.546788,0.930614,26.52004052097770
900.185,0.384027,0.848815,27.77284770387862
900.360,0.708327,0.937629,28.71944811261596
900.535,0.707821,0.937497,29.35917904590069
900.710,0.545241,0.816787,29.71572844615211
900.886,0.220383,0.727259,29.83572398669012
901.061,0.0583105,0.606460,29.78276818186206
901.236,0.0585603,0.606219,29.62804542347282
901.411,-0.103460,0.485569,29.43959462284078
901.586,-0.103645,0.485334,29.27255118754731
901.762,-0.104010,0.485102,29.16165412612634
901.937,-0.104216,0.484873,29.11744669976179
902.112,0.380199,0.693717,29.12550825049286
902.287,0.541677,0.813722,29.14806993738576
902.463,0.735117,0.990779,29.12695868645336
902.638,0.249914,0.621520,28.98775912799386
