wave,flux,err,fit_all,fit_stell
1094.24,0.890806,0.333600,0.9209215697693309,2.570940228808557
1094.43,1.01787,0.332837,0.9206180445460116,2.569733896254146
1094.61,0.968394,0.302621,0.9212636153300719,2.571177272752847
1094.80,1.08962,0.324072,0.9202527593284882,2.567997595820418
1094.98,1.06148,0.324365,0.9098714553039824,2.538673841886765
1095.17,1.03282,0.324585,0.8858525672865388,2.471312961173198
1095.35,0.886210,0.295313,0.8572272175580957,2.391135950998834
1095.53,0.946382,0.295607,0.8405277228125096,2.344227685617774
1095.72,1.03577,0.295821,0.8435685847316935,2.352380796588181
1095.90,1.30319,0.325672,0.8548850647412350,2.383606079285641
1096.09,1.12654,0.296311,0.8556846121396769,2.385503201320608
1096.27,0.949482,0.266858,0.8396474851981195,2.340468499044570
1096.46,0.743003,0.237449,0.8211381380709888,2.288556585910259
1096.65,0.743688,0.237670,0.8210045347099648,2.287865884336821
1096.83,0.952084,0.267566,0.8436458691973612,2.350632658612323
1097.02,0.833617,0.267788,0.8695179225476424,2.422382622404728
1097.20,0.893705,0.268003,0.8745883737648225,2.436170178513335
1097.39,0.894473,0.268226,0.8544384599135956,2.379711898744002
1097.57,1.16377,0.298301,0.8259334937494114,2.300016132526319
1097.75,1.01538,0.298524,0.8071212625610824,2.247316865154724
1097.94,1.10599,0.328648,0.8035115095857600,2.236955739421845
1098.12,0.987477,0.328945,0.8128552059212862,2.262654269067181
1098.31,0.987714,0.329169,0.8338241129350829,2.320701187754442
1098.49,0.718704,0.269516,0.8627612132835114,2.400906246138136
1098.68,0.689401,0.239806,0.8898114716654324,2.475839023954751
1098.86,0.719928,0.240030,0.9062234313675867,2.521154758102818
1099.05,0.750617,0.270230,0.9118311681406390,2.536404771456402
1099.23,0.661496,0.270461,0.9105630297602358,2.532526532951584
1099.42,0.782453,0.270685,0.9047261651309072,2.515944193332084
1099.61,1.02377,0.301035,0.8971048747495767,2.494405342502240
1099.79,1.17485,0.331403,0.8927670540166791,2.482000569365819
1099.97,1.11520,0.331628,0.8953540677113021,2.488863225181060
1100.15,1.11616,0.331929,0.9028143156336923,2.509253941117271
1100.34,1.17744,0.332230,0.9099586518105669,2.528761336938802
1100.53,1.26868,0.362706,0.9135702305392371,2.538447172207993
1100.71,1.11800,0.332731,0.9137108925423876,2.538487602845210
1100.90,0.967227,0.302734,0.9105457719495623,2.529345337488693
1101.08,0.785741,0.272710,0.9039178208235266,2.510587425333543
1101.27,0.846912,0.272937,0.8962754803267279,2.489017889700456
1101.45,0.878032,0.273163,0.8920212877547884,2.476862348329198
1101.64,0.969866,0.273390,0.8934260809624224,2.480421166918649
1101.82,0.940462,0.273618,0.8982496694898857,2.493468985061880
1102.01,1.06319,0.304296,0.9031753638473399,2.506797108847672
1102.20,0.972395,0.304524,0.9064622566865211,2.515573586223534
1102.37,0.912085,0.304752,0.9064687951541193,2.515260068341492
1102.56,0.791101,0.274537,0.9001481740382757,2.497378039517470
1102.74,0.883300,0.274765,0.8868150856327923,2.460047845259340
1102.93,0.792198,0.244415,0.8724261490823699,2.419800137985690
1103.12,0.640021,0.244644,0.8650657338183612,2.399054854614546
1103.30,0.456909,0.214243,0.8664225164347723,2.402487520983524
1103.49,0.426655,0.214396,0.8689466535377240,2.409155956725207
1103.67,0.764780,0.245308,0.8634061029100639,2.393465962037854
1103.86,1.01065,0.276166,0.8488941578340564,2.352914119256572
1104.04,1.16464,0.307052,0.8350422905861167,2.314202420608644
1104.23,1.04296,0.307358,0.8331456330229506,2.308629710064896
1104.41,0.890098,0.307596,0.8449094157470087,2.340905842155093
