wave,flux,err,fit
925.538,0.814612,0.302372,1.220971537194064
925.715,0.787165,0.295602,1.207276617513321
925.891,0.745916,0.288743,1.189474769796252
926.068,0.690928,0.281745,1.170619929795625
926.244,0.677157,0.275212,1.153281105413039
926.421,0.732204,0.282245,1.139213148636689
926.597,0.704672,0.281893,1.129153836125003
926.774,0.802422,0.315177,1.122805453012533
926.951,0.699823,0.303921,1.119010312134106
927.127,0.659822,0.313429,1.116075230222927
927.304,0.730698,0.337120,1.112163984819491
927.480,0.773223,0.353936,1.105668387853130
927.657,0.690212,0.343133,1.095473421784512
927.833,0.814879,0.374127,1.081090848293736
928.010,0.835722,0.383917,1.062652220003839
928.186,0.669573,0.362347,1.040803633765344
928.363,0.773605,0.382908,1.016529760331907
928.539,0.836056,0.393498,0.9909660779171461
928.716,0.857047,0.393830,0.9652187089048301
928.892,0.857256,0.393952,0.9401882110125650
929.069,0.857383,0.393916,0.9161243771986041
929.246,0.670368,0.362138,0.8906212588910168
929.422,0.649645,0.352427,0.8534742143302844
929.599,0.524086,0.318486,0.7858737659271281
929.775,0.433080,0.285170,0.6812987051602679
929.952,0.418238,0.262789,0.5703138276158711
930.128,0.417439,0.250234,0.4951267949889560
930.305,0.333476,0.226418,0.4630656264522858
930.481,0.388671,0.233753,0.4541378695334317
930.658,0.402539,0.234035,0.4514020208101147
930.834,0.416456,0.240626,0.4436785195630599
931.011,0.388992,0.233823,0.4160465340307455
931.188,0.499489,0.248126,0.3579589742141949
931.364,0.458204,0.241248,0.2906454745406052
931.541,0.499682,0.248180,0.2723873333812298
931.717,0.485934,0.241765,0.3682522020996172
931.894,0.596319,0.262593,0.5822664063323081
932.070,0.568761,0.262319,0.8141689661103849
932.247,0.596416,0.269157,0.9742469482846936
932.423,0.624158,0.275837,1.066933199244084
932.600,0.734786,0.296311,1.131799088869954
932.776,0.776418,0.296879,1.191822637923009
932.953,0.873358,0.304353,1.252849441709202
933.130,0.928740,0.311470,1.314093408057586
933.306,1.05329,0.325555,1.373029265455909
933.483,1.08107,0.325844,1.426769568865040
933.659,1.10888,0.332595,1.472617586675183
933.836,1.10902,0.332636,1.508492143761959
934.012,1.10911,0.332644,1.533229991423126
934.189,1.10936,0.332640,1.546714966331501
934.365,1.10961,0.332713,1.549800509708863
934.542,1.24839,0.346731,1.544051159695666
934.719,1.29037,0.353587,1.531380945630289
934.895,1.44313,0.367908,1.513673719924652
935.072,1.42977,0.367971,1.492460182085225
935.248,1.49948,0.374996,1.468703688896081
935.425,1.31973,0.354343,1.442718063166222
935.601,1.22299,0.340704,1.414232318023978
935.778,1.14010,0.333620,1.382565307392202
935.954,1.07097,0.326590,1.346779627790778
